serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
339,66e31649-c2d6-4f58-a896-ccc1257b344f,b893acc2-3634-4bbb-a213-793b0073a6ba,EMP000339,Data Analyst,2.2,Mid,"Git, CI/CD, Microservices","Communication, Teamwork",Security+,Dean's List,0,0,1,05/15/2023,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/robert-williams-339,https://github.com/rwilliams339,2025-10-25 05:48:41
340,45571150-474b-4b31-8603-2bbfea9407d3,92f40a1c-e33e-49a2-85dc-7a9782a5c03f,EMP000340,Associate Consultant,5.9,Senior,"Network Security, Splunk, IAM","SIEM, SOC",Azure Fundamentals,Capstone Award,0,1,1,10/14/2025,Public,LinkedIn,America/Chicago,https://portfolio.example.com/cindy-hartman-340,https://github.com/chartman340,2025-10-25 05:48:41
341,2a98697d-e81d-48fb-b14e-d12574e256d5,3b6d62b0-527d-4a96-a608-4c0b639bfa13,EMP000341,Product Analyst,0.1,Early,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",PMP,Capstone Award,1,1,0,02/12/2024,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/michael-marquez-341,https://github.com/mmarquez341,2025-10-25 05:48:41
342,9d6a32e1-baaf-4797-acd1-5b269a204731,932063bc-e30d-4d93-943b-4ae24d81119a,EMP000342,Data Analyst,3.9,Mid,"Network Security, Splunk, IAM","SIEM, SOC",AWS CCP,Dean's List,1,0,0,09/13/2025,SLU-only,Email,America/Chicago,https://portfolio.example.com/carolyn-murray-342,https://github.com/cmurray342,2025-10-25 05:48:41
343,d42ea515-1b47-40c3-bf7a-e43d80145f48,2764e6cc-c582-45cc-a64f-a7269137fd44,EMP000343,ML Engineer,2.6,Mid,"Git, CI/CD, Microservices","SIEM, SOC",None,Published Paper,0,0,0,12/14/2024,Public,Phone,America/Chicago,https://portfolio.example.com/jose-brady-343,https://github.com/jbrady343,2025-10-25 05:48:41
344,a56297c1-ed99-45e4-8975-8139ae018043,b244685f-ac33-444c-ba13-98b6c27ef05c,EMP000344,QA Engineer,0.9,Early,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Capstone Award,1,0,0,05/15/2025,Private,Phone,America/Chicago,https://portfolio.example.com/christopher-ward-344,https://github.com/cward344,2025-10-25 05:48:41
345,03ed1a3c-d503-4b45-8df3-e2bb67fc3ac4,db137d02-2395-4c58-b8e0-01272e37ece0,EMP000345,ML Engineer,7.4,Senior,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Security+,Published Paper,0,1,0,12/31/2026,Private,Email,America/New_York,https://portfolio.example.com/don-anderson-345,https://github.com/danderson345,2025-10-25 05:48:41
346,85331e38-6e6a-4a29-93ee-04c3b2352783,f656ab93-7c41-4a79-a5e7-aa083ca98b0a,EMP000346,Security Analyst,9.9,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",Security+,Dean's List,0,0,1,09/13/2025,Public,LinkedIn,America/New_York,https://portfolio.example.com/douglas-smith-346,https://github.com/dsmith346,2025-10-25 05:48:41
347,6efff92b-6eb7-49fc-9317-a60ad6122f4e,3ff7feb7-aa88-41d4-bcd6-59eaa9916483,EMP000347,Associate Consultant,4.4,Mid,"Git, CI/CD, Microservices","SIEM, SOC",PMP,Published Paper,0,1,0,06/15/2023,Public,Email,America/Los_Angeles,https://portfolio.example.com/jeremy-sosa-347,https://github.com/jsosa347,2025-10-25 05:48:41
348,a403c2ce-ba9d-499b-afa2-839b442cb5b9,cbf91bf5-afae-4e1c-95e6-5cdc69799f0e,EMP000348,QA Engineer,5.1,Senior,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Volunteer Lead,0,0,1,10/15/2025,SLU-only,Email,America/New_York,https://portfolio.example.com/eric-holland-348,https://github.com/eholland348,2025-10-25 05:48:41
349,da7ea8b6-4985-4e11-bad6-f32948f619c3,b7a74162-ac85-453d-bcaf-ae9c49dc9ef5,EMP000349,ML Engineer,6.7,Senior,"Python, SQL, Statistics","Communication, Teamwork",None,Dean's List,1,0,1,12/14/2024,Public,Email,America/New_York,https://portfolio.example.com/joseph-ross-349,https://github.com/jross349,2025-10-25 05:48:41
350,cee6d75a-ccc1-4e5b-a9fb-92893fb6bd60,014f4a41-a302-4de2-bc3e-338fad248292,EMP000350,QA Engineer,5.0,Senior,"ETL, Databases, Cloud","SIEM, SOC",Azure Fundamentals,Hackathon Winner,0,0,0,11/12/2024,Public,Email,America/Los_Angeles,https://portfolio.example.com/andrew-spencer-350,https://github.com/aspencer350,2025-10-25 05:48:41
351,e3b9a52b-56d6-41c6-8b4c-998fa2d8fe40,2fa36a42-59fa-495a-bb91-404e285964a0,EMP000351,Cloud Engineer,10.9,Lead,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Published Paper,1,1,0,05/15/2025,Public,Email,America/New_York,https://portfolio.example.com/shawn-patterson-351,https://github.com/spatterson351,2025-10-25 05:48:41
352,60022ffc-090c-4354-b20f-e583fdf96b92,ed2909c0-6a20-4f82-9dda-af8e17563714,EMP000352,QA Engineer,7.3,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",AWS CCP,Hackathon Winner,0,0,1,12/14/2023,Private,LinkedIn,America/New_York,https://portfolio.example.com/courtney-woodard-352,https://github.com/cwoodard352,2025-10-25 05:48:41
353,4250186b-1f1a-40bb-9172-527d83cd1820,c0e4b5f5-ee06-4793-85e3-d159ca78b46c,EMP000353,Product Analyst,11.5,Lead,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",PMP,Hackathon Winner,1,1,1,07/16/2026,Private,Email,America/Chicago,https://portfolio.example.com/david-hale-353,https://github.com/dhale353,2025-10-25 05:48:41
354,e1959524-c8bf-4cf8-bab1-195a3fd51c0f,f93ca089-a58f-45f4-a369-668f64e48f09,EMP000354,Data Engineer,1.4,Early,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,1,1,1,02/13/2026,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/claire-watkins-354,https://github.com/cwatkins354,2025-10-25 05:48:41
355,eb41ee7b-6bf8-443f-b67c-4fb2725f215f,367fc75f-343a-409e-b6eb-bf76f9d7bba3,EMP000355,Data Analyst,10.9,Lead,"Git, CI/CD, Microservices","ML, DL, MLOps",PMP,Dean's List,0,1,0,05/15/2026,SLU-only,Email,America/New_York,https://portfolio.example.com/veronica-scott-355,https://github.com/vscott355,2025-10-25 05:48:41
356,37845a56-4317-4450-a5d5-d4dfe4c7e624,737466ca-2cc8-4769-9b3a-9bfa06212196,EMP000356,Data Analyst,5.3,Senior,"ETL, Databases, Cloud","ML, DL, MLOps",Azure Fundamentals,Capstone Award,1,0,0,06/14/2025,Private,Email,America/Chicago,https://portfolio.example.com/michael-cook-356,https://github.com/mcook356,2025-10-25 05:48:41
357,a56cdec5-b5af-464a-a19e-a69b86f52d6b,ca14aede-77ee-416d-8d72-b173536793d1,EMP000357,Data Engineer,6.5,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Capstone Award,0,1,1,06/14/2024,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/elizabeth-turner-357,https://github.com/eturner357,2025-10-25 05:48:41
358,3799f7aa-3346-4b04-9620-63de81d689b4,525c42c6-79e7-416c-a4af-0f5080826a7c,EMP000358,Cloud Engineer,7.4,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",Azure Fundamentals,Published Paper,1,1,1,09/14/2023,Private,Email,America/Chicago,https://portfolio.example.com/phillip-rogers-358,https://github.com/progers358,2025-10-25 05:48:41
359,9f274452-61f1-4091-8f76-beffb8186273,7d9404a5-9853-4d23-84f5-c8126b2f376f,EMP000359,Security Analyst,6.7,Senior,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",None,Hackathon Winner,0,1,0,03/15/2024,Public,Phone,America/Chicago,https://portfolio.example.com/william-snyder-359,https://github.com/wsnyder359,2025-10-25 05:48:41
360,a1621c81-f5d5-4384-a136-2a7754a17229,6ebc23d4-6b0c-49b9-8f47-0db47df08c2a,EMP000360,Software Engineer,11.0,Lead,"Network Security, Splunk, IAM","Communication, Teamwork",Security+,Volunteer Lead,1,1,0,07/13/2024,SLU-only,Email,America/New_York,https://portfolio.example.com/seth-perry-360,https://github.com/sperry360,2025-10-25 05:48:41
361,81b4bd08-e84b-45e5-b66d-e03eeb618cc2,2518a2f1-1a45-4b3c-8b2f-2ee11f9b197e,EMP000361,Data Analyst,10.8,Lead,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Azure Fundamentals,Published Paper,0,1,1,05/14/2024,Public,LinkedIn,America/New_York,https://portfolio.example.com/bradley-henry-361,https://github.com/bhenry361,2025-10-25 05:48:41
362,1575d6f2-7713-43f2-9c35-ab50a88d1bf2,535e0510-97a3-449f-9133-65ea528c151e,EMP000362,Data Engineer,0.8,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",AWS CCP,Capstone Award,1,0,0,05/16/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dawn-jones-362,https://github.com/djones362,2025-10-25 05:48:41
363,a5cc647b-016f-419d-9b92-175010393f8c,ca26c235-b661-499b-9926-65cc6b7e42da,EMP000363,QA Engineer,1.3,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Security+,Volunteer Lead,0,0,1,03/16/2023,SLU-only,Email,America/New_York,https://portfolio.example.com/michele-kelly-363,https://github.com/mkelly363,2025-10-25 05:48:41
364,5739b123-a0f7-4f74-816b-5ba0aaebe4c4,bf2e7b07-ed73-4b6f-94d1-a34b5b6f4a01,EMP000364,Product Analyst,6.7,Senior,"ETL, Databases, Cloud","Communication, Teamwork",Azure Fundamentals,Published Paper,0,1,0,10/13/2024,Public,LinkedIn,America/Chicago,https://portfolio.example.com/christian-bolton-364,https://github.com/cbolton364,2025-10-25 05:48:41
365,1d9ef2aa-a198-49ea-94a9-e7c55e84bb2b,47c845d8-7ff1-4850-a24f-5cb5720ce020,EMP000365,Data Engineer,4.7,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Volunteer Lead,0,0,0,12/31/2026,Public,Email,America/New_York,https://portfolio.example.com/paula-house-365,https://github.com/phouse365,2025-10-25 05:48:41
366,630a7f13-b2ae-405d-a9cf-1191b8eecb29,6f73daee-0975-4a66-86ca-a09fdbee9a14,EMP000366,Cloud Engineer,9.1,Senior,"Java, Algorithms, Data Structures","AWS, Azure, GCP",AWS CCP,Hackathon Winner,1,0,1,08/13/2024,Private,Email,America/Los_Angeles,https://portfolio.example.com/andre-wang-366,https://github.com/awang366,2025-10-25 05:48:41
367,044d9650-2f9b-479d-8b62-bf1aa8865fd6,ee3f6e82-3350-472d-acda-52ad7baeecc1,EMP000367,Cloud Engineer,7.4,Senior,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Dean's List,1,0,1,10/14/2022,Public,Phone,America/Chicago,https://portfolio.example.com/james-blake-367,https://github.com/jblake367,2025-10-25 05:48:41
368,dd9901a4-ca4d-46f8-8fc5-cca2c133bd31,f2609884-d4ff-474f-8446-8c2c3f1ec672,EMP000368,Software Engineer,10.2,Lead,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Hackathon Winner,0,1,0,12/31/2026,SLU-only,Phone,America/Chicago,https://portfolio.example.com/jason-serrano-368,https://github.com/jserrano368,2025-10-25 05:48:41
369,440cd0d9-d083-4aa9-8f14-bb8c98faa6aa,5828f3d9-ed8e-4103-9449-f56ea74ed6d3,EMP000369,Cloud Engineer,8.6,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Hackathon Winner,0,1,1,12/31/2026,Public,Phone,America/New_York,https://portfolio.example.com/tara-rivera-369,https://github.com/trivera369,2025-10-25 05:48:41
370,c737632f-cdd0-454b-b8e5-23e80cba43e2,a281b67f-4eba-4954-bbf8-302a2991a686,EMP000370,Product Analyst,4.1,Mid,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Security+,Volunteer Lead,0,1,0,12/31/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/brittany-howe-370,https://github.com/bhowe370,2025-10-25 05:48:41
371,9a047bfa-7967-4d44-8f70-a4b0ba0846a2,564ce6d9-b55f-4cd2-b8c6-6ca2044fd188,EMP000371,Product Analyst,6.9,Senior,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",Azure Fundamentals,Volunteer Lead,0,0,0,10/14/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/kayla-obrien-371,https://github.com/kobrien371,2025-10-25 05:48:41
372,41ce1684-facb-40bf-b68c-dad0d27b6e94,e38419f8-522f-4539-af5f-80435c1b099e,EMP000372,Product Analyst,2.0,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",None,Hackathon Winner,1,0,0,03/15/2026,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/robin-adams-372,https://github.com/radams372,2025-10-25 05:48:41
373,f098251e-1665-4956-9f37-20177c5c3da5,17627917-0377-4917-ac73-ca53e2054da5,EMP000373,Software Engineer,4.1,Mid,"ETL, Databases, Cloud","AWS, Azure, GCP",PMP,Capstone Award,1,1,1,12/15/2025,SLU-only,Phone,America/New_York,https://portfolio.example.com/david-nunez-373,https://github.com/dnunez373,2025-10-25 05:48:41
374,f4434c74-b994-46af-956f-65a487875e8a,eb52876f-492c-4c06-934f-f791407f7a6f,EMP000374,Associate Consultant,3.4,Mid,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Security+,Dean's List,0,1,1,04/13/2024,SLU-only,Email,America/Chicago,https://portfolio.example.com/matthew-davis-374,https://github.com/mdavis374,2025-10-25 05:48:41
375,43d700f1-7252-4832-a6ce-2aa134c7ac61,23103f27-d0a6-408b-98c0-6ccf54f07f72,EMP000375,Data Engineer,4.3,Mid,"Git, CI/CD, Microservices","AWS, Azure, GCP",Security+,Capstone Award,1,1,1,01/14/2026,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/katherine-morris-375,https://github.com/kmorris375,2025-10-25 05:48:41
376,d064169b-4bc9-4b7e-8d2e-3a92ea8b3a3b,3eb7abf9-530a-44e8-bbc3-2ef5e49ab42a,EMP000376,QA Engineer,1.7,Early,"Git, CI/CD, Microservices","Communication, Teamwork",AWS CCP,Volunteer Lead,1,1,0,08/15/2026,SLU-only,Email,America/Chicago,https://portfolio.example.com/sean-hall-376,https://github.com/shall376,2025-10-25 05:48:41
377,5a65688a-ee00-42f6-9ad4-84887d4d269e,162f2637-0ae8-44ca-9db6-54cf8a7fd7cf,EMP000377,Security Analyst,7.5,Senior,"Python, SQL, Statistics","Spark, Hadoop, PySpark",AWS CCP,Volunteer Lead,0,1,0,06/16/2025,Private,LinkedIn,America/New_York,https://portfolio.example.com/jeremiah-hardy-377,https://github.com/jhardy377,2025-10-25 05:48:41
378,e7665326-2541-4404-9f52-982b079d8f47,483ba219-6d89-47e4-96fe-10c57fe620e4,EMP000378,Product Analyst,4.0,Mid,"ETL, Databases, Cloud","AWS, Azure, GCP",Azure Fundamentals,Published Paper,1,0,1,12/31/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/todd-avery-378,https://github.com/tavery378,2025-10-25 05:48:41
379,0aa280e1-7314-4645-895c-12512d952083,33cca581-e07f-4527-975c-dbd27f7adcb6,EMP000379,Data Engineer,3.1,Mid,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Azure Fundamentals,Published Paper,0,0,0,02/12/2025,Public,LinkedIn,America/New_York,https://portfolio.example.com/jeremy-kane-379,https://github.com/jkane379,2025-10-25 05:48:41
380,d49d5019-483f-4dfe-851c-cbb9debc043a,e3339728-4c0d-42d3-a1f0-244fe53b18e3,EMP000380,Product Analyst,11.0,Lead,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Published Paper,1,1,1,10/15/2025,Public,Phone,America/New_York,https://portfolio.example.com/brittany-harrison-380,https://github.com/bharrison380,2025-10-25 05:48:41
381,73453291-deaa-443b-9da6-004d973addce,0c123ef2-68c1-46f5-bee8-76b1589f8de9,EMP000381,Software Engineer,5.3,Senior,"Git, CI/CD, Microservices","SIEM, SOC",None,Published Paper,0,1,0,03/15/2024,Private,LinkedIn,America/Chicago,https://portfolio.example.com/james-jones-381,https://github.com/jjones381,2025-10-25 05:48:41
382,2603c2ad-ea81-4e13-900f-116364e5446b,1eb7f75d-de8b-45f3-96e6-cc4ba2c7cad7,EMP000382,Associate Consultant,1.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",PMP,Published Paper,0,1,0,11/15/2026,Private,Email,America/Los_Angeles,https://portfolio.example.com/kim-johnson-382,https://github.com/kjohnson382,2025-10-25 05:48:41
383,d96b3dfe-0d6c-40ef-bdab-db9509b88282,c1f36198-559c-4285-8cf1-344205b1b7ba,EMP000383,Cloud Engineer,11.8,Lead,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Dean's List,1,1,1,01/13/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dean-calhoun-383,https://github.com/dcalhoun383,2025-10-25 05:48:41
384,9da5983c-90e1-4bd8-a03d-5b4c81012441,91b4c731-de25-4ac2-9fa8-2d66d81301bd,EMP000384,Security Analyst,7.8,Senior,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Azure Fundamentals,Capstone Award,1,0,0,05/15/2026,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/amanda-dominguez-384,https://github.com/adominguez384,2025-10-25 05:48:41
385,42082b26-60a7-4277-a71b-0a0b2800fdfd,46077678-c5ac-44f0-8c55-ce04ab87e2c8,EMP000385,Business Analyst,8.5,Senior,"Python, SQL, Statistics","ML, DL, MLOps",AWS CCP,Dean's List,0,1,1,09/14/2025,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/frances-stevens-385,https://github.com/fstevens385,2025-10-25 05:48:41
386,9c251c10-ae9f-49a9-8011-8378c7c5cd74,87332088-b27f-472d-8b67-9aa4fdc54db9,EMP000386,Business Analyst,4.6,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Volunteer Lead,0,1,0,12/31/2026,Private,Phone,America/Chicago,https://portfolio.example.com/debra-walker-386,https://github.com/dwalker386,2025-10-25 05:48:41
387,10293ed6-8e97-4190-832c-74a747ad9abb,9b977da9-ce41-4e29-a597-787c34c0ac74,EMP000387,Software Engineer,10.7,Lead,"Python, SQL, Statistics","DAX, Modeling, Dashboards",PMP,Published Paper,1,1,1,08/14/2024,Public,Phone,America/Chicago,https://portfolio.example.com/valerie-harris-387,https://github.com/vharris387,2025-10-25 05:48:41
388,c36d2586-af5e-4e7c-b21a-b86e05c5bba2,76b6443d-5893-41f4-9521-e45c41b6a56d,EMP000388,Business Analyst,1.7,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,1,0,11/15/2025,SLU-only,Email,America/New_York,https://portfolio.example.com/jasmine-peters-388,https://github.com/jpeters388,2025-10-25 05:48:41
389,24983a7d-84e1-48d2-b2cd-45116207557b,bf2eff45-0cb9-4bb0-83cd-724926169fca,EMP000389,Business Analyst,2.9,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",None,Dean's List,0,0,0,03/16/2023,Private,Phone,America/Chicago,https://portfolio.example.com/austin-smith-389,https://github.com/asmith389,2025-10-25 05:48:41
390,6bab8cbd-6e28-4992-b994-faa00221066c,f3094218-28e3-4f18-82a4-8d8fa0da1b0f,EMP000390,Data Analyst,5.7,Senior,"Git, CI/CD, Microservices","AWS, Azure, GCP",Security+,Hackathon Winner,1,1,0,01/13/2024,Public,LinkedIn,America/Chicago,https://portfolio.example.com/jessica-kelley-390,https://github.com/jkelley390,2025-10-25 05:48:41
391,cafaacd5-9a93-475a-8f41-98da27856140,5d5ce9f1-2965-4acb-ad33-69787cf9611d,EMP000391,Associate Consultant,11.1,Lead,"ETL, Databases, Cloud","Communication, Teamwork",PMP,Volunteer Lead,1,0,0,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/laura-hicks-391,https://github.com/lhicks391,2025-10-25 05:48:41
392,1f62496e-01ce-4903-8617-d2a23e33aaf1,55192954-471a-4ec5-9cc3-55c748ea3d1d,EMP000392,Data Analyst,1.4,Early,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Security+,Capstone Award,0,1,1,08/13/2024,Public,Email,America/Los_Angeles,https://portfolio.example.com/kelly-lawrence-392,https://github.com/klawrence392,2025-10-25 05:48:41
393,dd0380a1-5857-4fed-8da5-cee2539d064b,aaca3cb5-3684-41ec-83a1-64f3828ea583,EMP000393,QA Engineer,9.5,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Published Paper,1,1,0,07/16/2025,Private,Phone,America/Chicago,https://portfolio.example.com/michael-avila-393,https://github.com/mavila393,2025-10-25 05:48:41
394,226b0456-69bb-40a5-a196-7d98f29ff9de,ce371cdc-e600-400b-9262-9686e872e2f4,EMP000394,QA Engineer,2.2,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",AWS CCP,Published Paper,1,1,0,03/14/2025,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/shawn-fowler-394,https://github.com/sfowler394,2025-10-25 05:48:41
395,f8290868-ca19-4cd1-9cda-64f4f75c8897,b4d9c56c-e3d9-46d8-a0f6-77a6ee46331d,EMP000395,Business Analyst,6.9,Senior,"Power BI, Excel, Storytelling","Communication, Teamwork",Security+,Volunteer Lead,0,1,0,02/12/2026,Private,Email,America/Los_Angeles,https://portfolio.example.com/sharon-velez-395,https://github.com/svelez395,2025-10-25 05:48:41
396,3f7128d8-7a72-45a0-acb4-c6a1f4265e8e,9ed1afea-9f84-4eee-a9a4-012c37ea8336,EMP000396,Software Engineer,1.3,Early,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",PMP,Capstone Award,1,1,1,12/14/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/betty-yang-396,https://github.com/byang396,2025-10-25 05:48:41
397,150b1e02-d4dd-4062-ba3b-2fcf4f4becb6,37ab6d52-bcc4-4fdd-9264-8e27553c0b6e,EMP000397,Associate Consultant,7.1,Senior,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",AWS CCP,Hackathon Winner,1,0,1,11/13/2023,Public,LinkedIn,America/Chicago,https://portfolio.example.com/jason-lambert-397,https://github.com/jlambert397,2025-10-25 05:48:41
398,63b45941-aae2-4008-a935-cb8db26b6def,05f45b25-9592-441a-b352-786673e97fe6,EMP000398,Data Engineer,7.9,Senior,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",AWS CCP,Published Paper,1,0,0,12/31/2026,Private,Email,America/New_York,https://portfolio.example.com/courtney-owens-398,https://github.com/cowens398,2025-10-25 05:48:41
399,b112be26-23ef-45d6-8146-d17b487374f5,13ca80e4-99b8-496e-887b-eead062964d2,EMP000399,QA Engineer,0.6,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",AWS CCP,Capstone Award,1,0,0,12/31/2026,Public,Phone,America/Chicago,https://portfolio.example.com/derek-munoz-399,https://github.com/dmunoz399,2025-10-25 05:48:41
400,66a93530-13d6-4e99-a855-ee0a14bf908b,931edaaa-518e-4171-a1b4-2307f12fde24,EMP000400,QA Engineer,1.7,Early,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",PMP,Hackathon Winner,0,0,0,04/15/2022,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/billy-hill-400,https://github.com/bhill400,2025-10-25 05:48:41
401,5785913f-d303-4d24-8b77-b834e407b0d5,8f4ad8a4-c2d7-4d64-b7ae-46c1036f3bf9,EMP000401,Data Analyst,2.1,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",AWS CCP,Hackathon Winner,0,1,1,12/31/2026,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/susan-booth-401,https://github.com/sbooth401,2025-10-25 05:48:41
