serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
323,590c5916-c52f-4583-8463-38b105111064,B0100323,Kimberly,Stewart,Kimberly,kstewart.323@slu.edu,kimberly.stewart323@example.com,19682852064,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2023,Summer-2025,2025,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-323
324,132f237c-6be9-4ec9-b94b-7c88615e3b20,B0100324,Sabrina,Brown,Kimberly,sbrown.324@slu.edu,sabrina.brown324@example.com,19313015152,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2024,Spring-2026,2026,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-324
325,18a22a65-49fe-4185-9911-7e716edb2009,B0100325,Samantha,Cherry,Samantha,scherry.325@slu.edu,samantha.cherry325@example.com,13967467699,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2022,Spring-2024,2024,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-325
326,59765f2d-0803-4882-82e1-650b21972b1a,B0100326,Lisa,Mendoza,Lisa,lmendoza.326@slu.edu,lisa.mendoza326@example.com,19607689823,MS Information Technology,School of Science & Engineering,Networking,Summer-2022,Summer-2023,2023,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-326
327,7cb07e04-617a-4189-86d1-b968659f60ae,B0100327,Martha,Harris,Martha,mharris.327@slu.edu,martha.harris327@example.com,15529713162,MBA,Chaifetz School of Business,Business Analytics,Spring-2024,Fall-2026,2026,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-327
328,84bcc218-ce8e-42c5-97f3-ce25768caa1e,B0100328,Maurice,Krueger,Martha,mkrueger.328@slu.edu,maurice.krueger328@example.com,15356232442,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2022,Fall-2024,2024,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-328
329,6fa3f7e1-0b70-44e4-8d48-4b36b2c8e003,B0100329,Robert,Brown,Robert,rbrown.329@slu.edu,robert.brown329@example.com,16968996938,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2020,Fall-2021,2021,PR,None,Hyderabad,MO,India,https://www.linkedin.com/in/slu-student-329
330,739a0faa-2480-4192-bfd7-bd04d25fc514,B0100330,Philip,Dennis,Philip,pdennis.330@slu.edu,philip.dennis330@example.com,16502879757,MS Data Science,School of Science & Engineering,Big Data,Fall-2022,Fall-2024,2024,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-330
331,d3fc214e-d6bd-4e9f-91b6-7fb338c92a06,B0100331,Lauren,Rich,Lauren,lrich.331@slu.edu,lauren.rich331@example.com,17288792855,MBA,Chaifetz School of Business,Business Analytics,Summer-2023,Summer-2024,2024,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-331
332,58293f39-66b1-474c-9e54-51c06bc8bf96,B0100332,Robin,Davis,Lauren,rdavis.332@slu.edu,robin.davis332@example.com,14656664382,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2021,Summer-2023,2023,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-332
333,0c1515f0-bc16-4d8b-89c6-7772ad5c7e9d,B0100333,Nicholas,Scott,Nicholas,nscott.333@slu.edu,nicholas.scott333@example.com,16619802897,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2023,Summer-2025,2025,H1B,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-333
334,740128a6-8258-4e68-8bdf-bdd87f5c1402,B0100334,Monica,Ward,Monica,mward.334@slu.edu,monica.ward334@example.com,15248889132,MS Data Science,School of Science & Engineering,Big Data,Fall-2020,Summer-2021,2021,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-334
335,fb478979-ccf6-44f3-ad89-fddb9f3867ee,B0100335,Scott,Fox,Scott,sfox.335@slu.edu,scott.fox335@example.com,16076441313,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Spring-2024,2024,Citizen,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-335
336,aa3bd2da-c0e9-4082-a05c-508ae4a2a316,B0100336,David,Watkins,Scott,dwatkins.336@slu.edu,david.watkins336@example.com,15352957585,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2022,Fall-2024,2024,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-336
337,c56904e7-c77d-4d53-b342-b7c8162ba7f7,B0100337,Sara,Christensen,Sara,schristensen.337@slu.edu,sara.christensen337@example.com,18822878665,MBA,Chaifetz School of Business,Business Analytics,Spring-2023,Summer-2024,2024,PR,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-337
338,71caecc1-163b-4c46-ba25-4a46bbc53c6e,B0100338,Dorothy,Mann,Dorothy,dmann.338@slu.edu,dorothy.mann338@example.com,16686575671,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Fall-2026,2026,Citizen,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-338
339,b893acc2-3634-4bbb-a213-793b0073a6ba,B0100339,Robert,Williams,Robert,rwilliams.339@slu.edu,robert.williams339@example.com,13434043118,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2020,Summer-2022,2022,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-339
340,92f40a1c-e33e-49a2-85dc-7a9782a5c03f,B0100340,Cindy,Hartman,Robert,chartman.340@slu.edu,cindy.hartman340@example.com,16234451564,MS Data Science,School of Science & Engineering,Big Data,Spring-2023,Spring-2025,2025,Other,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-340
341,3b6d62b0-527d-4a96-a608-4c0b639bfa13,B0100341,Michael,Marquez,Michael,mmarquez.341@slu.edu,michael.marquez341@example.com,15836032998,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2020,Spring-2022,2022,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-341
342,932063bc-e30d-4d93-943b-4ae24d81119a,B0100342,Carolyn,Murray,Carolyn,cmurray.342@slu.edu,carolyn.murray342@example.com,19949212307,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Spring-2024,2024,F1,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-342
343,2764e6cc-c582-45cc-a64f-a7269137fd44,B0100343,Jose,Brady,Jose,jbrady.343@slu.edu,jose.brady343@example.com,17297657766,MS Data Science,School of Science & Engineering,Big Data,Fall-2022,Spring-2024,2024,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-343
344,b244685f-ac33-444c-ba13-98b6c27ef05c,B0100344,Christopher,Ward,Jose,cward.344@slu.edu,christopher.ward344@example.com,19264748967,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2022,Spring-2024,2024,F1,STEM OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-344
345,db137d02-2395-4c58-b8e0-01272e37ece0,B0100345,Don,Anderson,Don,danderson.345@slu.edu,don.anderson345@example.com,15349062536,MS Information Technology,School of Science & Engineering,Networking,Spring-2024,Fall-2026,2026,F1,STEM OPT,Bengaluru,MA,India,https://www.linkedin.com/in/slu-student-345
346,f656ab93-7c41-4a79-a5e7-aa083ca98b0a,B0100346,Douglas,Smith,Douglas,dsmith.346@slu.edu,douglas.smith346@example.com,16838593078,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2023,Spring-2025,2025,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-346
347,3ff7feb7-aa88-41d4-bcd6-59eaa9916483,B0100347,Jeremy,Sosa,Jeremy,jsosa.347@slu.edu,jeremy.sosa347@example.com,13837927355,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2021,Summer-2022,2022,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-347
348,cbf91bf5-afae-4e1c-95e6-5cdc69799f0e,B0100348,Eric,Holland,Jeremy,eholland.348@slu.edu,eric.holland348@example.com,16323883296,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2022,Fall-2024,2024,F1,OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-348
349,b7a74162-ac85-453d-bcaf-ae9c49dc9ef5,B0100349,Joseph,Ross,Joseph,jross.349@slu.edu,joseph.ross349@example.com,17574734139,MBA,Chaifetz School of Business,Business Analytics,Fall-2022,Spring-2024,2024,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-349
350,014f4a41-a302-4de2-bc3e-338fad248292,B0100350,Andrew,Spencer,Andrew,aspencer.350@slu.edu,andrew.spencer350@example.com,17014528460,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Spring-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-350
351,2fa36a42-59fa-495a-bb91-404e285964a0,B0100351,Shawn,Patterson,Shawn,spatterson.351@slu.edu,shawn.patterson351@example.com,18699496654,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2021,Fall-2023,2023,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-351
352,ed2909c0-6a20-4f82-9dda-af8e17563714,B0100352,Courtney,Woodard,Shawn,cwoodard.352@slu.edu,courtney.woodard352@example.com,13662018719,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2021,Summer-2023,2023,PR,None,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-352
353,c0e4b5f5-ee06-4793-85e3-d159ca78b46c,B0100353,David,Hale,David,dhale.353@slu.edu,david.hale353@example.com,13502296688,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Fall-2025,2025,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-353
354,f93ca089-a58f-45f4-a369-668f64e48f09,B0100354,Claire,Watkins,Claire,cwatkins.354@slu.edu,claire.watkins354@example.com,13812926702,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2022,Summer-2024,2024,F1,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-354
355,367fc75f-343a-409e-b6eb-bf76f9d7bba3,B0100355,Veronica,Scott,Veronica,vscott.355@slu.edu,veronica.scott355@example.com,13756149753,MS Information Technology,School of Science & Engineering,Networking,Fall-2023,Summer-2024,2024,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-355
356,737466ca-2cc8-4769-9b3a-9bfa06212196,B0100356,Michael,Cook,Veronica,mcook.356@slu.edu,michael.cook356@example.com,18147435686,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Summer-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-356
357,ca14aede-77ee-416d-8d72-b173536793d1,B0100357,Elizabeth,Turner,Elizabeth,eturner.357@slu.edu,elizabeth.turner357@example.com,14409109456,MS Information Technology,School of Science & Engineering,Networking,Spring-2021,Summer-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-357
358,525c42c6-79e7-416c-a4af-0f5080826a7c,B0100358,Phillip,Rogers,Phillip,progers.358@slu.edu,phillip.rogers358@example.com,15973388073,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2020,Summer-2022,2022,Other,None,Hyderabad,MA,India,https://www.linkedin.com/in/slu-student-358
359,7d9404a5-9853-4d23-84f5-c8126b2f376f,B0100359,William,Snyder,William,wsnyder.359@slu.edu,william.snyder359@example.com,19205533639,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Fall-2022,2022,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-359
360,6ebc23d4-6b0c-49b9-8f47-0db47df08c2a,B0100360,Seth,Perry,William,sperry.360@slu.edu,seth.perry360@example.com,18835918929,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2022,Spring-2023,2023,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-360
361,2518a2f1-1a45-4b3c-8b2f-2ee11f9b197e,B0100361,Bradley,Henry,Bradley,bhenry.361@slu.edu,bradley.henry361@example.com,13006526695,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2021,Summer-2022,2022,H1B,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-361
362,535e0510-97a3-449f-9133-65ea528c151e,B0100362,Dawn,Jones,Dawn,djones.362@slu.edu,dawn.jones362@example.com,14216946033,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Fall-2022,2022,F1,OPT,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-362
363,ca26c235-b661-499b-9926-65cc6b7e42da,B0100363,Michele,Kelly,Michele,mkelly.363@slu.edu,michele.kelly363@example.com,16806618363,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2020,Summer-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-363
364,bf2e7b07-ed73-4b6f-94d1-a34b5b6f4a01,B0100364,Christian,Bolton,Michele,cbolton.364@slu.edu,christian.bolton364@example.com,15272722702,MS Data Science,School of Science & Engineering,Big Data,Fall-2022,Spring-2023,2023,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-364
365,47c845d8-7ff1-4850-a24f-5cb5720ce020,B0100365,Paula,House,Paula,phouse.365@slu.edu,paula.house365@example.com,19327717692,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Fall-2025,2025,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-365
366,6f73daee-0975-4a66-86ca-a09fdbee9a14,B0100366,Andre,Wang,Andre,awang.366@slu.edu,andre.wang366@example.com,18354784500,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2022,Spring-2023,2023,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-366
367,ee3f6e82-3350-472d-acda-52ad7baeecc1,B0100367,James,Blake,James,jblake.367@slu.edu,james.blake367@example.com,17127313004,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2020,Summer-2021,2021,F1,STEM OPT,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-367
368,f2609884-d4ff-474f-8446-8c2c3f1ec672,B0100368,Jason,Serrano,James,jserrano.368@slu.edu,jason.serrano368@example.com,18856149023,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Fall-2025,2025,PR,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-368
369,5828f3d9-ed8e-4103-9449-f56ea74ed6d3,B0100369,Tara,Rivera,Tara,trivera.369@slu.edu,tara.rivera369@example.com,18552094928,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2024,Spring-2026,2026,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-369
370,a281b67f-4eba-4954-bbf8-302a2991a686,B0100370,Brittany,Howe,Brittany,bhowe.370@slu.edu,brittany.howe370@example.com,17815939090,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2023,Fall-2025,2025,F1,OPT,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-370
371,564ce6d9-b55f-4cd2-b8c6-6ca2044fd188,B0100371,Kayla,Obrien,Kayla,kobrien.371@slu.edu,kayla.obrien371@example.com,14706256138,MS Information Technology,School of Science & Engineering,Networking,Fall-2024,Spring-2025,2025,PR,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-371
372,e38419f8-522f-4539-af5f-80435c1b099e,B0100372,Robin,Adams,Kayla,radams.372@slu.edu,robin.adams372@example.com,13097476632,MS Data Science,School of Science & Engineering,Big Data,Summer-2023,Spring-2024,2024,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-372
373,17627917-0377-4917-ac73-ca53e2054da5,B0100373,David,Nunez,David,dnunez.373@slu.edu,david.nunez373@example.com,14476099247,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2022,Fall-2024,2024,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-373
374,eb52876f-492c-4c06-934f-f791407f7a6f,B0100374,Matthew,Davis,Matthew,mdavis.374@slu.edu,matthew.davis374@example.com,14788428494,MBA,Chaifetz School of Business,Business Analytics,Spring-2022,Spring-2023,2023,Citizen,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-374
375,23103f27-d0a6-408b-98c0-6ccf54f07f72,B0100375,Katherine,Morris,Katherine,kmorris.375@slu.edu,katherine.morris375@example.com,14038501720,MS Data Science,School of Science & Engineering,Big Data,Spring-2022,Summer-2024,2024,PR,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-375
376,3eb7abf9-530a-44e8-bbc3-2ef5e49ab42a,B0100376,Sean,Hall,Katherine,shall.376@slu.edu,sean.hall376@example.com,16448854029,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2024,Summer-2025,2025,F1,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-376
377,162f2637-0ae8-44ca-9db6-54cf8a7fd7cf,B0100377,Jeremiah,Hardy,Jeremiah,jhardy.377@slu.edu,jeremiah.hardy377@example.com,15894641278,MS Information Technology,School of Science & Engineering,Networking,Summer-2022,Fall-2024,2024,Citizen,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-377
378,483ba219-6d89-47e4-96fe-10c57fe620e4,B0100378,Todd,Avery,Todd,tavery.378@slu.edu,todd.avery378@example.com,14079623843,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2023,Fall-2025,2025,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-378
379,33cca581-e07f-4527-975c-dbd27f7adcb6,B0100379,Jeremy,Kane,Jeremy,jkane.379@slu.edu,jeremy.kane379@example.com,15745573561,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Spring-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-379
380,e3339728-4c0d-42d3-a1f0-244fe53b18e3,B0100380,Brittany,Harrison,Jeremy,bharrison.380@slu.edu,brittany.harrison380@example.com,17007956164,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2022,Fall-2024,2024,Citizen,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-380
381,0c123ef2-68c1-46f5-bee8-76b1589f8de9,B0100381,James,Jones,James,jjones.381@slu.edu,james.jones381@example.com,18522327529,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Fall-2022,2022,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-381
382,1eb7f75d-de8b-45f3-96e6-cc4ba2c7cad7,B0100382,Kim,Johnson,Kim,kjohnson.382@slu.edu,kim.johnson382@example.com,15705058114,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2023,Fall-2025,2025,Citizen,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-382
383,c1f36198-559c-4285-8cf1-344205b1b7ba,B0100383,Dean,Calhoun,Dean,dcalhoun.383@slu.edu,dean.calhoun383@example.com,19236877367,MS Data Science,School of Science & Engineering,Big Data,Fall-2020,Spring-2022,2022,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-383
384,91b4c731-de25-4ac2-9fa8-2d66d81301bd,B0100384,Amanda,Dominguez,Dean,adominguez.384@slu.edu,amanda.dominguez384@example.com,12168293971,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2023,Summer-2024,2024,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-384
385,46077678-c5ac-44f0-8c55-ce04ab87e2c8,B0100385,Frances,Stevens,Frances,fstevens.385@slu.edu,frances.stevens385@example.com,14957752120,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2022,Fall-2023,2023,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-385
386,87332088-b27f-472d-8b67-9aa4fdc54db9,B0100386,Debra,Walker,Debra,dwalker.386@slu.edu,debra.walker386@example.com,13169381565,MS Information Technology,School of Science & Engineering,Networking,Spring-2023,Spring-2025,2025,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-386
387,9b977da9-ce41-4e29-a597-787c34c0ac74,B0100387,Valerie,Harris,Valerie,vharris.387@slu.edu,valerie.harris387@example.com,16306287089,MS Information Technology,School of Science & Engineering,Networking,Fall-2021,Fall-2022,2022,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-387
388,76b6443d-5893-41f4-9521-e45c41b6a56d,B0100388,Jasmine,Peters,Valerie,jpeters.388@slu.edu,jasmine.peters388@example.com,14858084220,MS Information Technology,School of Science & Engineering,Networking,Spring-2023,Fall-2024,2024,PR,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-388
